ID,ANO,PRODUTO,MUNICIPIO,UF,VL_TONELADA
,2022,ABACATE,ABATIA,PR,"0,32"
,2022,ABACATE,AGUANIL,MG,"56,92"
,2022,ABACATE,AGUAÍ,SP,"1.271,29"
,2022,ABACATE,ALFREDO CHAVES,ES,"2,00"
,2022,ABACATE,ALTINÓPOLIS,SP,"2.067,18"
,2022,ABACATE,AMPARO,SP,"4,56"
,2022,ABACATE,ANALÂNDIA,SP,"2,04"
,2022,ABACATE,ANDRADAS,MG,"3,08"
,2022,ABACATE,ARAPONGAS,PR,"392,78"
,2022,ABACATE,ARARAS,SP,"3.200,13"
,2022,ABACATE,AREALVA,SP,"0,30"
,2022,ABACATE,ARTUR NOGUEIRA,SP,"25,60"
,2022,ABACATE,ATIBAIA,SP,"1,00"
,2022,ABACATE,AVARÉ,SP,"329,72"
,2022,ABACATE,BATATAIS,SP,"433,90"
,2022,ABACATE,BAURU,SP,"967,32"
,2022,ABACATE,BELO HORIZONTE,MG,"0,22"
,2022,ABACATE,BERNARDINO DE CAMPOS,SP,"209,66"
,2022,ABACATE,BOA ESPERANÇA,MG,"12,00"
,2022,ABACATE,BRAGANÇA PAULISTA,SP,"9,88"
,2022,ABACATE,BRAÚNA,SP,"0,06"
,2022,ABACATE,BRODOSQUI,SP,"3.501,49"
,2022,ABACATE,BUENO BRANDÃO,MG,"33,34"
,2022,ABACATE,CACHOEIRA PAULISTA,SP,"16,80"
,2022,ABACATE,CAJATI,SP,"0,84"
,2022,ABACATE,CAJURU,SP,"261,50"
,2022,ABACATE,CAMPANHA,MG,"10,70"
,2022,ABACATE,CAMPINAS,SP,"134,13"
,2022,ABACATE,CAMPOS ALTOS,MG,"84,92"
,2022,ABACATE,CAPELA DO ALTO,SP,"1,04"
,2022,ABACATE,CAPETINGA,MG,"4,00"
,2022,ABACATE,CAPÃO BONITO,SP,"11,79"
,2022,ABACATE,CARLÓPOLIS,PR,"40,48"
,2022,ABACATE,CARMO DA CACHOEIRA,MG,"3.034,28"
,2022,ABACATE,CASA BRANCA,SP,"714,93"
,2022,ABACATE,CASTELO,ES,"13,12"
,2022,ABACATE,CESÁRIO LANGE,SP,"0,76"
,2022,ABACATE,CHILE,OU,"65,12"
,2022,ABACATE,CONCEIÇÃO DAS ALAGOAS,MG,"13,00"
,2022,ABACATE,CONCEIÇÃO DO CASTELO,ES,"4,00"
,2022,ABACATE,CONCEIÇÃO DOS OUROS,MG,"5,06"
,2022,ABACATE,CONCHAL,SP,"821,36"
,2022,ABACATE,CONTAGEM,MG,"0,84"
,2022,ABACATE,CORDEIRÓPOLIS,SP,"1.426,18"
,2022,ABACATE,COSMORAMA,SP,"5,16"
,2022,ABACATE,CÂNDIDO RODRIGUES,SP,"5,90"
,2022,ABACATE,DESCALVADO,SP,"163,49"
,2022,ABACATE,DOMINGOS MARTINS,ES,"0,74"
,2022,ABACATE,ECHAPORÃ,SP,"78,00"
,2022,ABACATE,ELIAS FAUSTO,SP,"1,02"
,2022,ABACATE,ENGENHEIRO COELHO,SP,"26,26"
,2022,ABACATE,ESPÍRITO SANTO DO PINHAL,SP,"37,80"
,2022,ABACATE,ESTIVA,MG,"0,40"
,2022,ABACATE,ESTIVA GERBI,SP,"43,62"
,2022,ABACATE,FERNANDO PRESTES,SP,"24,84"
,2022,ABACATE,FRANCA,SP,"103,00"
,2022,ABACATE,GARÇA,SP,"3,54"
,2022,ABACATE,GUAIMBÊ,SP,"5,78"
,2022,ABACATE,HOLAMBRA,SP,"3,20"
,2022,ABACATE,IBATÉ,SP,"104,74"
,2022,ABACATE,IBIÚNA,SP,"48,46"
,2022,ABACATE,IGUAPE,SP,"0,80"
,2022,ABACATE,IPEÚNA,SP,"45,62"
,2022,ABACATE,IPIGUÁ,SP,"51,99"
,2022,ABACATE,IRAPURU,SP,"1,74"
,2022,ABACATE,IRAPUÃ,SP,"7,16"
,2022,ABACATE,ITABERA,SP,"45,15"
,2022,ABACATE,ITAJOBI,SP,"27,70"
,2022,ABACATE,ITAPETININGA,SP,"9,56"
,2022,ABACATE,ITAPEVA,SP,"6,00"
,2022,ABACATE,ITAPIRA,SP,"39,15"
,2022,ABACATE,ITATIBA,SP,"57,32"
,2022,ABACATE,ITATINGA,SP,"146,08"
,2022,ABACATE,ITOBI,SP,"38,68"
,2022,ABACATE,ITUPEVA,SP,"12,52"
,2022,ABACATE,ITÁPOLIS,SP,"22,92"
,2022,ABACATE,JACUÍ,MG,"16,00"
,2022,ABACATE,JARDINÓPOLIS,SP,"4.609,48"
,2022,ABACATE,JARINÚ,SP,"54,56"
,2022,ABACATE,JAÚ,SP,"19,80"
,2022,ABACATE,JUNDIAÍ,SP,"5,68"
,2022,ABACATE,JUNQUEIRÓPOLIS,SP,"0,08"
,2022,ABACATE,LEME,SP,"153,66"
,2022,ABACATE,LIDIANÓPOLIS,PR,"7,16"
,2022,ABACATE,LIMEIRA,SP,"5,50"
,2022,ABACATE,LINS,SP,"0,70"
,2022,ABACATE,LOUVEIRA,SP,"7,86"
,2022,ABACATE,MARAPOAMA,SP,"27,00"
,2022,ABACATE,MARIALVA,PR,"6,50"
,2022,ABACATE,MATIAS CARDOSO,MG,"16,24"
,2022,ABACATE,MATUTINA,MG,"2,88"
,2022,ABACATE,MIRACATU,SP,"0,28"
,2022,ABACATE,MIRANDÓPOLIS,SP,"16,14"
,2022,ABACATE,MOGI DAS CRUZES,SP,"0,62"
,2022,ABACATE,MOGI GUAÇU,SP,"484,47"
,2022,ABACATE,MOGI MIRIM,SP,"828,54"
,2022,ABACATE,MONTE ALEGRE,MG,"127,94"
,2022,ABACATE,MONTE ALEGRE DO SUL,SP,"0,80"
,2022,ABACATE,MONTE ALTO,SP,"22,04"
,2022,ABACATE,MONTE CARMELO,MG,"17,70"
,2022,ABACATE,MONTE SANTO,MG,"60,00"
,2022,ABACATE,MORUNGABA,SP,"0,44"
,2022,ABACATE,NARANDIBA,SP,"2,34"
,2022,ABACATE,NEPOMUCENO,MG,"16,58"
,2022,ABACATE,OLÍMPIA,SP,"2,83"
,2022,ABACATE,PACAEMBÚ,SP,"0,18"
,2022,ABACATE,PARAISO,SP,"62,46"
,2022,ABACATE,PATROCÍNIO PAULISTA,SP,"358,24"
,2022,ABACATE,PAULÍNIA,SP,"2,44"
,2022,ABACATE,PEDRA BELA,SP,"296,24"
,2022,ABACATE,PIEDADE,SP,"11,04"
,2022,ABACATE,PIEDADE DE CARATINGA,MG,"3,20"
,2022,ABACATE,PILAR DO SUL,SP,"16,43"
,2022,ABACATE,PINDORAMA,SP,"4,30"
,2022,ABACATE,PIRAJU,SP,"394,37"
,2022,ABACATE,PIRAJUÍ,SP,"4,20"
,2022,ABACATE,PIRANGI,SP,"39,88"
,2022,ABACATE,PIRASSUNUNGA,SP,"31,54"
,2022,ABACATE,POUSO ALEGRE,MG,"28,60"
,2022,ABACATE,PRATÁPOLIS,MG,"180,80"
,2022,ABACATE,PROMISSÃO,SP,"3,94"
,2022,ABACATE,RIBEIRÃO BRANCO,SP,"4,60"
,2022,ABACATE,RIBEIRÃO PRETO,SP,"0,30"
,2022,ABACATE,RIO CLARO,SP,"59,80"
,2022,ABACATE,RIO PARANAÍBA,MG,"247,04"
,2022,ABACATE,SABINO,SP,"1,32"
,2022,ABACATE,SACRAMENTO,MG,"33,42"
,2022,ABACATE,SALES OLIVEIRA,SP,"1.508,26"
,2022,ABACATE,SALTO DE PIRAPORA,SP,"2,42"
,2022,ABACATE,SANTA CRUZ DA CONCEIÇÃO,SP,"309,56"
,2022,ABACATE,SANTA CRUZ DAS PALMEIRAS,SP,"370,08"
,2022,ABACATE,SANTA RITA DE CALDAS,MG,"1,60"
,2022,ABACATE,SANTANA DO ITARARÉ,PR,"12,82"
,2022,ABACATE,SANTO ANTÔNIO DA ALEGRIA,SP,"489,42"
,2022,ABACATE,SANTO ANTÔNIO DE POSSE,SP,"3.276,58"
,2022,ABACATE,SARAPUÍ,SP,"0,44"
,2022,ABACATE,SARUTAIÁ,SP,"107,68"
,2022,ABACATE,SOCORRO,SP,"1.321,53"
,2022,ABACATE,SOROCABA,SP,"3,66"
,2022,ABACATE,SÃO BENTO ABADE,MG,"6,88"
,2022,ABACATE,SÃO BENTO DO SAPUCAÍ,SP,"0,71"
,2022,ABACATE,SÃO CARLOS,SP,"57,62"
,2022,ABACATE,SÃO FRANCISCO DE SALES,MG,"4,00"
,2022,ABACATE,SÃO JOÃO DA BOA VISTA,SP,"0,12"
,2022,ABACATE,SÃO MANUEL,SP,"1,52"
,2022,ABACATE,SÃO MIGUEL ARCANJO,SP,"3,66"
,2022,ABACATE,SÃO PEDRO DA UNIÃO,MG,"25,20"
,2022,ABACATE,SÃO PEDRO DO TURVO,SP,"0,14"
,2022,ABACATE,SÃO SEBASTIÃO DA GRAMA,SP,"391,92"
,2022,ABACATE,SÃO SEBASTIÃO DO PARAÍSO,MG,"91,62"
,2022,ABACATE,SÃO TOMAS DE AQUINO,MG,"36,96"
,2022,ABACATE,TABAPUÃ,SP,"5,50"
,2022,ABACATE,TABATINGA,SP,"4,32"
,2022,ABACATE,TAIUVA,SP,"0,06"
,2022,ABACATE,TAMBAÚ,SP,"569,32"
,2022,ABACATE,TANABI,SP,"215,34"
,2022,ABACATE,TAQUARITINGA,SP,"0,09"
,2022,ABACATE,TAQUARIVAÍ,SP,"415,66"
,2022,ABACATE,TIMBURI,SP,"36,80"
,2022,ABACATE,TRANSF CAPITAL E GRANDE,SP,"520,39"
,2022,ABACATE,TRANSF CEASA MARINGA,PR,"0,20"
,2022,ABACATE,TRANSF CEASA RIBEIRÃO PRETO,SP,"7,46"
,2022,ABACATE,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"1.788,15"
,2022,ABACATE,TRÊS CORAÇÕES,MG,"1.974,29"
,2022,ABACATE,TUPÃ,SP,"10,52"
,2022,ABACATE,TURVOLÂNDIA,MG,"114,14"
,2022,ABACATE,URUPÊS,SP,"0,20"
,2022,ABACATE,VALINHOS,SP,"84,94"
,2022,ABACATE,VARGEM GRANDE DO SUL,SP,"9,68"
,2022,ABACATE,VARGEM GRANDE PAULISTA,SP,"0,60"
,2022,ABACATE,VARGINHA,MG,"3,00"
,2022,ABACATE,VENDA NOVA DO IMIGRANTE,ES,"7,52"
,2022,ABACATE,VERGEM ALTA,ES,"0,02"
,2022,ABACATE,VINHEDO,SP,"0,22"
,2022,ABACATE,VISTA ALEGRE DO ALTO,SP,"282,06"
,2022,ABACATE,VOTORANTIM,SP,"0,40"
,2022,ABACATE,VÍRGINIA,MG,"31,46"
,2022,ABACATE,WENCESLAU BRAZ,PR,"0,06"
,2022,ABACATE,WENCESLAU GUIMARÃES,BA,"0,30"
,2022,ABACATE,ÓLEO,SP,"0,20"
,2022,ABACAXI,ANÁPOLIS,GO,"953,32"
,2022,ABACAXI,ARAPIRACA,AL,"1.232,40"
,2022,ABACAXI,ARAXÁ,MG,"19,00"
,2022,ABACAXI,BERILO,MG,"126,00"
,2022,ABACAXI,BOM JESUS DO ITABAPOANA,RJ,"46,00"
,2022,ABACAXI,BORBOREMA,SP,"5,40"
,2022,ABACAXI,BRAGANÇA PAULISTA,SP,"1,80"
,2022,ABACAXI,BRASÍLIA,DF,"122,40"
,2022,ABACAXI,BRODOSQUI,SP,"31,93"
,2022,ABACAXI,CACHOEIRA PAULISTA,SP,"27,00"
,2022,ABACAXI,CAMPINA GRANDE,PB,"64,80"
,2022,ABACAXI,CAMPOS DOS GOYTACAZES,RJ,"478,80"
,2022,ABACAXI,CANAVIEIRAS,BA,"22,01"
,2022,ABACAXI,CANÁPOLIS,MG,"246,40"
,2022,ABACAXI,CENTRALINA,MG,"124,00"
,2022,ABACAXI,COLINAS,MA,"21,96"
,2022,ABACAXI,COLÔMBIA,SP,"264,62"
,2022,ABACAXI,CONCEICÃO DO ARAGUAIA,PA,"1.299,42"
,2022,ABACAXI,CUMARU DO NORTE,PA,"163,80"
,2022,ABACAXI,CURRAL DE CIMA,PB,"16,20"
,2022,ABACAXI,CÂNDIDO MOTA,SP,"0,01"
,2022,ABACAXI,DOIS IRMÃOS,TO,"2.730,96"
,2022,ABACAXI,EUNÁPOLIS,BA,"71,38"
,2022,ABACAXI,FLORESTA DO ARAGUAIA,PA,"18.661,36"
,2022,ABACAXI,FRONTEIRA,MG,"827,08"
,2022,ABACAXI,FRUTAL,MG,"5.870,25"
,2022,ABACAXI,GOIANIA,GO,"32,86"
,2022,ABACAXI,GOVERNADOR LUIZ ROCHA,MA,"59,86"
,2022,ABACAXI,GRACA ARANHA,MA,"285,69"
,2022,ABACAXI,GUARAÇAÍ,SP,"706,78"
,2022,ABACAXI,GUAREÍ,SP,"21,60"
,2022,ABACAXI,IPAMERI,GO,"1.503,90"
,2022,ABACAXI,ITABERABA,BA,"2.910,45"
,2022,ABACAXI,ITAGUARI,GO,"18,00"
,2022,ABACAXI,ITAMBÉ,PE,"2.300,12"
,2022,ABACAXI,ITAPAGIPE,MG,"1.258,72"
,2022,ABACAXI,ITAPOROROCA,PB,"1.618,20"
,2022,ABACAXI,JARAGUÁ,GO,"14,40"
,2022,ABACAXI,JARDINÓPOLIS,SP,"18,47"
,2022,ABACAXI,JARINÚ,SP,"10,35"
,2022,ABACAXI,JATOBA,MA,"2.021,90"
,2022,ABACAXI,JUNQUEIRO,AL,"608,35"
,2022,ABACAXI,LAGOA DO MATO,MA,"22,50"
,2022,ABACAXI,LIMOEIRO DE ANADIA,AL,"1.850,94"
,2022,ABACAXI,MAMANGUAPE,PB,"249,01"
,2022,ABACAXI,MARATAIZES,ES,"18,00"
,2022,ABACAXI,MATARACA,PB,"18,00"
,2022,ABACAXI,MIRACEMA DO TOCANTINS,TO,"4.427,10"
,2022,ABACAXI,MIRANDÓPOLIS,SP,"166,00"
,2022,ABACAXI,MIRANORTE,TO,"1.939,16"
,2022,ABACAXI,MONTE ALEGRE,MG,"199,54"
,2022,ABACAXI,MURUTINGA DO SUL,SP,"0,66"
,2022,ABACAXI,NOBRES,MT,"22,18"
,2022,ABACAXI,OSCAR BRESSANE,SP,"104,40"
,2022,ABACAXI,PALMAS,PR,"27,00"
,2022,ABACAXI,PALMAS,TO,"4.755,17"
,2022,ABACAXI,PARANAÍBA,MS,"23,40"
,2022,ABACAXI,PARNAÍBA,PI,"30,54"
,2022,ABACAXI,PASSAGEM FRANCA,MA,"18,00"
,2022,ABACAXI,PEDRAS DE FOGO,PB,"21,60"
,2022,ABACAXI,PETROLINA,PE,"626,76"
,2022,ABACAXI,PORTO NACIONAL,TO,"244,80"
,2022,ABACAXI,PRATA,MG,"71,60"
,2022,ABACAXI,PRESIDENTE DUTRA,BA,"14,40"
,2022,ABACAXI,PRESIDENTE DUTRA,MA,"1.107,00"
,2022,ABACAXI,REDENÇÃO,PA,"14,40"
,2022,ABACAXI,RIO MARIA,PA,"115,20"
,2022,ABACAXI,RUY BARBOSA,BA,"18,00"
,2022,ABACAXI,S. FRANCISCO DE ITABAPOANA,RJ,"9.767,22"
,2022,ABACAXI,SANTA MARIA DO TOCANTINS,TO,"243,00"
,2022,ABACAXI,SANTA RITA,PB,"14,40"
,2022,ABACAXI,SANTO ANTÔNIO DA ALEGRIA,SP,"7,56"
,2022,ABACAXI,SAO JOAO DO SOTER,MA,"14,40"
,2022,ABACAXI,SAPÉ,PB,"210,78"
,2022,ABACAXI,SÃO BERNARDO DO CAMPO,SP,"0,27"
,2022,ABACAXI,SÃO CAETANO DO SUL,SP,"4,95"
,2022,ABACAXI,SÃO DOMINGOS,MA,"11.601,96"
,2022,ABACAXI,SÃO FIDÉLIS,RJ,"343,80"
,2022,ABACAXI,SÃO FRANCISCO DE SALES,MG,"1.189,24"
,2022,ABACAXI,SÃO JOSE DOS BASILIOS,MA,"3.372,48"
,2022,ABACAXI,SÃO JOÃO DA BARRA,RJ,"932,21"
,2022,ABACAXI,TAQUARITINGA,SP,"21,65"
,2022,ABACAXI,TEOLÂNDIA,BA,"3,90"
,2022,ABACAXI,TOME ACU,PA,"1,09"
,2022,ABACAXI,TRANSF CAPITAL E GRANDE,SP,"1.264,12"
,2022,ABACAXI,TRANSF CEASA CAMPINAS,SP,"1,80"
,2022,ABACAXI,TRANSF CEASA CURITIBA,PR,"314,85"
,2022,ABACAXI,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"110,58"
,2022,ABACAXI,TUNTUM,MA,"393,50"
,2022,ABACAXI,Transf Ceasa Santo Andre,SP,"0,18"
,2022,ABACAXI,VILA VELHA,ES,"918,90"
,2022,ABACAXI,VITÓRIA,ES,"66,60"
,2022,ABACAXI,WENCESLAU GUIMARÃES,BA,"51,27"
,2022,ABIU,ABATIA,PR,"0,05"
,2022,ABIU,ANANINDEUA,PA,"1,16"
,2022,ABIU,ARAÇATUBA,SP,"3,57"
,2022,ABIU,CAJATI,SP,"0,01"
,2022,ABIU,CAMPINAS,SP,"0,29"
,2022,ABIU,CARLÓPOLIS,PR,"0,41"
,2022,ABIU,IRAPURU,SP,"0,03"
,2022,ABIU,LOUVEIRA,SP,"0,01"
,2022,ABIU,MIRANDÓPOLIS,SP,"2,22"
,2022,ABIU,TAQUARITINGA,SP,"0,34"
,2022,ABIU,TRANSF CAPITAL E GRANDE,SP,"0,00"
,2022,ABIU,VALINHOS,SP,"1,54"
,2022,ABOBRINHA,AFONSO CLÁUDIO,ES,"99,29"
,2022,ABOBRINHA,AGUAÍ,SP,"130,89"
,2022,ABOBRINHA,ALAMBARI,SP,"8,93"
,2022,ABOBRINHA,AMPARO,SP,"12,31"
,2022,ABOBRINHA,ANDRADAS,MG,"624,27"
,2022,ABOBRINHA,ANGATUBA,SP,"0,21"
,2022,ABOBRINHA,APIAÍ,SP,"439,39"
,2022,ABOBRINHA,ARAGUARI,MG,"187,68"
,2022,ABOBRINHA,ARARAS,SP,"1,97"
,2022,ABOBRINHA,ARAÇATUBA,SP,"0,18"
,2022,ABOBRINHA,ARAÇOIABA DA SERRA,SP,"1,96"
,2022,ABOBRINHA,AREALVA,SP,"21,18"
,2022,ABOBRINHA,ATIBAIA,SP,"273,91"
,2022,ABOBRINHA,AVAÍ,SP,"36,45"
,2022,ABOBRINHA,BAIRROS DE SAO PAULO,SP,"15,61"
,2022,ABOBRINHA,BAIXO GUANDU,ES,"2,60"
,2022,ABOBRINHA,BARIRI,SP,"4,54"
,2022,ABOBRINHA,BARRA DO CHAPEU,SP,"141,48"
,2022,ABOBRINHA,BARÃO DE ANTONINA,SP,"3,58"
,2022,ABOBRINHA,BELO VALE,MG,"3,49"
,2022,ABOBRINHA,BERNARDINO DE CAMPOS,SP,"8,19"
,2022,ABOBRINHA,BOCAIUVA,MG,"0,20"
,2022,ABOBRINHA,BOITUVA,SP,"7,38"
,2022,ABOBRINHA,BOM REPOUSO,MG,"7,45"
,2022,ABOBRINHA,BORBOREMA,SP,"13,45"
,2022,ABOBRINHA,BORDA DA MATA,MG,"331,90"
,2022,ABOBRINHA,BOTUCATU,SP,"5,71"
,2022,ABOBRINHA,BRAGANÇA PAULISTA,SP,"112,78"
,2022,ABOBRINHA,BRASÓPOLIS,MG,"11,22"
,2022,ABOBRINHA,BUENO BRANDÃO,MG,"8,59"
,2022,ABOBRINHA,BURI,SP,"42,15"
,2022,ABOBRINHA,BURITAMA,SP,"65,77"
,2022,ABOBRINHA,CABREÚVA,SP,"10,15"
,2022,ABOBRINHA,CACHOEIRA,MG,"0,51"
,2022,ABOBRINHA,CACHOEIRAS DE MACACU,RJ,"0,32"
,2022,ABOBRINHA,CAFELÂNDIA,SP,"2,14"
,2022,ABOBRINHA,CAJATI,SP,"1,29"
,2022,ABOBRINHA,CALDAS,MG,"567,71"
,2022,ABOBRINHA,CALMON,SC,"0,70"
,2022,ABOBRINHA,CAMANDUCAIA,MG,"0,51"
,2022,ABOBRINHA,CAMBUCI,RJ,"4,28"
,2022,ABOBRINHA,CAMBUÍ,MG,"10,40"
,2022,ABOBRINHA,CAMPINAS,SP,"5,68"
,2022,ABOBRINHA,CAPELA DO ALTO,SP,"1,62"
,2022,ABOBRINHA,CAPÃO BONITO,SP,"760,42"
,2022,ABOBRINHA,CARAGUATATUBA,SP,"17,06"
,2022,ABOBRINHA,CAREAÇU,MG,"74,22"
,2022,ABOBRINHA,CARMÓPOLIS,MG,"191,33"
,2022,ABOBRINHA,CASA BRANCA,SP,"58,12"
,2022,ABOBRINHA,CASCALHO RICO,MG,"53,77"
,2022,ABOBRINHA,CASTELO,ES,"5,26"
,2022,ABOBRINHA,CAÇADOR,SC,"43,80"
,2022,ABOBRINHA,CERQUEIRA CESAR,SP,"0,03"
,2022,ABOBRINHA,CESÁRIO LANGE,SP,"4,20"
,2022,ABOBRINHA,CONCEIÇÃO DAS PEDRAS,MG,"12,51"
,2022,ABOBRINHA,CONCEIÇÃO DO CASTELO,ES,"8,82"
,2022,ABOBRINHA,CONCHAL,SP,"30,44"
,2022,ABOBRINHA,CONSOLAÇÃO,MG,"0,05"
,2022,ABOBRINHA,CONTAGEM,MG,"196,86"
,2022,ABOBRINHA,CORONEL MACEDO,SP,"4,24"
,2022,ABOBRINHA,COTIA,SP,"60,44"
,2022,ABOBRINHA,COÍMBRA,MG,"131,10"
,2022,ABOBRINHA,CRAVINHOS,SP,"1,67"
,2022,ABOBRINHA,CÂNDIDO RODRIGUES,SP,"63,24"
,2022,ABOBRINHA,DOMINGOS MARTINS,ES,"57,92"
,2022,ABOBRINHA,DUAS BARRAS,RJ,"37,23"
,2022,ABOBRINHA,ELDORADO,SP,"4,31"
,2022,ABOBRINHA,ELIAS FAUSTO,SP,"904,50"
,2022,ABOBRINHA,EMBU GUAÇU,SP,"0,41"
,2022,ABOBRINHA,ENGENHEIRO NAVARRO,MG,"3,83"
,2022,ABOBRINHA,ESPIRITO SANTO DO TURVO,SP,"1,24"
,2022,ABOBRINHA,ESPÍRITO SANTO DO PINHAL,SP,"127,57"
,2022,ABOBRINHA,ESTIVA,MG,"533,67"
,2022,ABOBRINHA,ESTIVA GERBI,SP,"100,03"
,2022,ABOBRINHA,FARTURA,SP,"7,12"
,2022,ABOBRINHA,FRANCO DA ROCHA,SP,"2,60"
,2022,ABOBRINHA,GABRIEL MONTEIRO,SP,"0,26"
,2022,ABOBRINHA,GOIANIA,GO,"133,70"
,2022,ABOBRINHA,GONÇALVES,MG,"0,43"
,2022,ABOBRINHA,GUAIÇARA,SP,"2,92"
,2022,ABOBRINHA,GUAPIARA,SP,"103,38"
,2022,ABOBRINHA,GUARANTÃ,SP,"3,17"
,2022,ABOBRINHA,GUARAREMA,SP,"19,26"
,2022,ABOBRINHA,GUAREÍ,SP,"9,18"
,2022,ABOBRINHA,IACANGA,SP,"6,20"
,2022,ABOBRINHA,IBAITÍ,PR,"0,70"
,2022,ABOBRINHA,IBITIÚRA,MG,"4,25"
,2022,ABOBRINHA,IBIÚNA,SP,"1.560,13"
,2022,ABOBRINHA,IGUAPE,SP,"22,46"
,2022,ABOBRINHA,INCONFIDENTES,MG,"62,90"
,2022,ABOBRINHA,INDAIATUBA,SP,"144,62"
,2022,ABOBRINHA,IPAMERI,GO,"11,90"
,2022,ABOBRINHA,IPERÓ,SP,"34,13"
,2022,ABOBRINHA,IPUIÚNA,MG,"299,05"
,2022,ABOBRINHA,IRAPURU,SP,"0,85"
,2022,ABOBRINHA,IRAPUÃ,SP,"37,11"
,2022,ABOBRINHA,ITABERA,SP,"214,60"
,2022,ABOBRINHA,ITAGUARI,GO,"3,40"
,2022,ABOBRINHA,ITAGUAÇÚ,ES,"0,26"
,2022,ABOBRINHA,ITAJU,SP,"1,87"
,2022,ABOBRINHA,ITANHAÉM,SP,"0,56"
,2022,ABOBRINHA,ITAPECERICA DA SERRA,SP,"70,15"
,2022,ABOBRINHA,ITAPERUNA,RJ,"1,12"
,2022,ABOBRINHA,ITAPETININGA,SP,"130,01"
,2022,ABOBRINHA,ITAPEVA,SP,"66,65"
,2022,ABOBRINHA,ITAPIRA,SP,"76,76"
,2022,ABOBRINHA,ITAPIRAPUÃ PAULISTA,SP,"0,03"
,2022,ABOBRINHA,ITAPORANGA,SP,"45,48"
,2022,ABOBRINHA,ITATIBA,SP,"491,46"
,2022,ABOBRINHA,ITAÓCA,SP,"19,36"
,2022,ABOBRINHA,ITOBI,SP,"28,25"
,2022,ABOBRINHA,ITUPEVA,SP,"444,95"
,2022,ABOBRINHA,ITÚ,SP,"6,66"
,2022,ABOBRINHA,JACUPIRANGA,SP,"1,50"
,2022,ABOBRINHA,JACUTINGA,MG,"0,60"
,2022,ABOBRINHA,JACUÍ,MG,"0,14"
,2022,ABOBRINHA,JAGUAQUARA,BA,"27,30"
,2022,ABOBRINHA,JARINÚ,SP,"835,42"
,2022,ABOBRINHA,JUNDIAÍ,SP,"254,26"
,2022,ABOBRINHA,LARANJA DA TERRA,ES,"17,80"
,2022,ABOBRINHA,LAVÍNIA,SP,"0,09"
,2022,ABOBRINHA,LEBON RÉGIS,SC,"16,45"
,2022,ABOBRINHA,LEME,SP,"1,04"
,2022,ABOBRINHA,LINHARES,ES,"1,36"
,2022,ABOBRINHA,MANDURI,SP,"0,37"
,2022,ABOBRINHA,MARIA DA FÉ,MG,"21,10"
,2022,ABOBRINHA,MARIÁPOLIS,SP,"0,26"
,2022,ABOBRINHA,MATIAS CARDOSO,MG,"16,32"
,2022,ABOBRINHA,MESÓPOLIS,SP,"3,45"
,2022,ABOBRINHA,MIRACATU,SP,"2,81"
,2022,ABOBRINHA,MIRACEMA,RJ,"1,33"
,2022,ABOBRINHA,MIRANDÓPOLIS,SP,"56,57"
,2022,ABOBRINHA,MOGI DAS CRUZES,SP,"95,11"
,2022,ABOBRINHA,MOGI GUAÇU,SP,"1.059,76"
,2022,ABOBRINHA,MOGI MIRIM,SP,"159,51"
,2022,ABOBRINHA,MONTE ALEGRE DO SUL,SP,"1,37"
,2022,ABOBRINHA,MONTE ALTO,SP,"131,29"
,2022,ABOBRINHA,MONTE MOR,SP,"19,01"
,2022,ABOBRINHA,MONTES CLAROS,MG,"102,15"
,2022,ABOBRINHA,MORUNGABA,SP,"66,84"
,2022,ABOBRINHA,MUNHOZ,MG,"26,91"
,2022,ABOBRINHA,NATERCIA,MG,"4,25"
,2022,ABOBRINHA,NOVA CAMPINA,SP,"145,20"
,2022,ABOBRINHA,NOVA FRIBURGO,RJ,"132,97"
,2022,ABOBRINHA,NOVA PORTEIRINHA,MG,"2,38"
,2022,ABOBRINHA,NOVO HORIZONTE,SP,"0,68"
,2022,ABOBRINHA,OURO FINO,MG,"341,74"
,2022,ABOBRINHA,PAPAGAIOS,MG,"6,68"
,2022,ABOBRINHA,PARAIBUNA,SP,"2,21"
,2022,ABOBRINHA,PARAISÓPOLIS,MG,"0,60"
,2022,ABOBRINHA,PARANAPUÃ,SP,"8,77"
,2022,ABOBRINHA,PARAPUÃ,SP,"2,04"
,2022,ABOBRINHA,PEDERNEIRAS,SP,"5,03"
,2022,ABOBRINHA,PEDRA BELA,SP,"420,48"
,2022,ABOBRINHA,PEDRO DE TOLEDO,SP,"0,09"
,2022,ABOBRINHA,PEQUI,MG,"331,95"
,2022,ABOBRINHA,PETROLINA,PE,"258,30"
,2022,ABOBRINHA,PIACATU,SP,"13,43"
,2022,ABOBRINHA,PIEDADE,SP,"4.261,94"
,2022,ABOBRINHA,PILAR DO SUL,SP,"303,63"
,2022,ABOBRINHA,PIMENTA,MG,"63,92"
,2022,ABOBRINHA,PINHALZINHO,SP,"5,27"
,2022,ABOBRINHA,PIRAJU,SP,"3,40"
,2022,ABOBRINHA,PIRAJUÍ,SP,"82,25"
,2022,ABOBRINHA,PIRANGI,SP,"3,01"
,2022,ABOBRINHA,PIRAPORA,MG,"182,09"
